Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCP54,OUT013,1845.5801654008264
NCZ41,OUT049,1987.0942149687544
DRL49,OUT013,2151.195874441537
FDI05,OUT018,803.2109737625069
FDY56,OUT045,4253.454404027904
DRC13,OUT013,1910.7019238923076
NCV29,OUT017,1695.882075996391
FDR24,OUT049,1445.62722630992
FDZ34,OUT018,2567.667518719254
FDP37,OUT035,962.1364146769174
FDX08,OUT027,3258.395716760795
FDS57,OUT045,2859.4359862436777
NCG18,OUT049,1620.4306910021533
FDK25,OUT018,2240.955512350305
FDH53,OUT049,1344.3862626387727
DRI59,OUT018,3081.157886197743
FDA52,OUT046,2480.618564155773
FDT20,OUT010,327.40085984661346
FDE36,OUT019,1508.656765349131
FDI24,OUT017,1594.4237051211803
FDB28,OUT018,2682.956047184278
FDV11,OUT017,1672.5387248517654
FDP01,OUT046,2156.0111320718606
FDD34,OUT027,2952.0256344598783
FDJ50,OUT027,1239.9015106706793
FDZ44,OUT013,1760.4401408440644
DRO59,OUT035,200.31728852356355
DRB48,OUT045,1345.806429294811
FDR21,OUT018,2345.512994429071
NCE42,OUT010,3435.562038000866
FDO23,OUT046,1120.6235419234145
NCE30,OUT018,2903.535032206186
FDQ22,OUT035,0.0
FDY01,OUT045,2465.7174401551856
FDS08,OUT017,1643.2245344327694
FDG28,OUT018,3495.022334707839
FDQ51,OUT018,421.81708189353776
FDB05,OUT017,2749.473922861116
FDO56,OUT049,1870.263024190026
FDE02,OUT018,1051.3273901900811
FDN45,OUT017,2351.7888763676383
FDS09,OUT013,705.9877332258475
NCA54,OUT018,2447.153638934791
FDP09,OUT010,3073.434173511343
FDC53,OUT045,2223.720580737301
NCM55,OUT017,1794.4828680499813
FDL09,OUT018,2270.1090692412617
FDA11,OUT019,382.17546863493226
FDA50,OUT045,2135.4269665098745
FDC23,OUT017,1700.2870113275767
FDE22,OUT049,2488.373383669519
FDD23,OUT046,2651.538699477085
NCA29,OUT049,2706.539087273608
FDK38,OUT046,1975.0053888895618
DRC13,OUT046,1637.9313309843565
NCP43,OUT049,2819.6713417402007
FDX28,OUT049,1518.6130426471009
FDF08,OUT049,1452.9760669068837
FDZ33,OUT046,1997.3668402635958
FDD10,OUT049,2858.09815618607
FDO58,OUT017,1436.5170960071282
FDI50,OUT017,2523.216374871692
FDO58,OUT045,3272.989893518672
FDX08,OUT013,2750.707318616287
NCK17,OUT010,370.2805370943406
FDF39,OUT035,3175.928701027833
FDU45,OUT010,1539.7976718574992
NCJ18,OUT018,1390.38764861474
DRC27,OUT019,2771.617369785683
DRC25,OUT035,338.98872208474677
FDU59,OUT035,1495.992485329365
FDU28,OUT035,2061.0271572575457
NCP30,OUT046,353.6819505347685
FDB39,OUT018,465.62438054005906
FDE41,OUT013,1298.244745670736
DRH11,OUT010,576.9159745948909
FDA58,OUT045,4325.099264810083
FDU50,OUT046,1516.3464549700057
FDM34,OUT013,1942.0157299968323
FDM44,OUT027,2022.2028105395184
FDR39,OUT045,3538.2732871573244
FDM25,OUT045,3450.0027727037614
FDQ49,OUT049,2514.068924035004
DRH25,OUT018,445.3393342052095
FDM09,OUT027,3121.5644744918627
FDL44,OUT019,1484.9701613366396
NCR42,OUT018,106.01825511763673
DRL59,OUT046,534.726696625452
FDX43,OUT013,2514.867220111606
DRK47,OUT010,3246.8334112642715
FDU48,OUT018,1668.0181432993522
FDY12,OUT045,1456.7753251260892
NCN43,OUT018,1532.589028470611
NCM55,OUT018,2474.5119907724984
FDQ21,OUT027,2382.044860938975
FDX13,OUT035,2930.0643519297937
NCK30,OUT027,4377.096662116979
FDG20,OUT049,2765.07697968697
DRG27,OUT017,0.0
FDY14,OUT018,3715.431955707236
FDP59,OUT035,685.0972734195475
FDU60,OUT017,1605.4193537080864
NCC18,OUT019,1539.847854921154
DRJ39,OUT017,2308.4479350407855
FDS07,OUT049,1755.0989952451455
FDM08,OUT027,3937.1963588573126
FDP51,OUT045,2583.2533361444384
FDU16,OUT035,357.06451897540865
FDH12,OUT013,1555.9172515149767
DRE48,OUT010,2799.478214478595
NCL42,OUT027,4251.778093104653
FDR21,OUT045,3447.366023517292
NCW29,OUT035,1083.2398978803194
FDO11,OUT013,3872.163154182057
NCM31,OUT049,2184.310292448259
FDV35,OUT019,1313.6659941145135
FDF58,OUT017,0.0
NCE43,OUT049,2623.1710708389655
FDA02,OUT035,1324.930465554533
DRL37,OUT010,424.73851941339126
FDR24,OUT018,1078.5154301647817
FDW59,OUT049,1310.1694961208486
FDS22,OUT049,772.1104078533008
FDW24,OUT017,0.0
FDU24,OUT035,498.2588647842804
FDA21,OUT027,3341.2164871679943
FDH58,OUT027,2254.0072910596264
FDW36,OUT018,1217.845936973712
FDI45,OUT027,3129.7518098785713
FDU01,OUT018,2585.245543514775
FDF35,OUT027,2088.7284858119165
FDU43,OUT019,2692.172161786797
FDE24,OUT019,1155.9433035346246
FDK50,OUT049,2549.54989022892
FDG31,OUT045,1657.0257873975243
FDC60,OUT045,2084.466316124548
FDL36,OUT013,1316.4083661724653
FDP21,OUT013,2920.4405307225206
FDW16,OUT045,2142.339995788756
FDX02,OUT017,2394.703758097816
FDQ58,OUT027,2832.645194227667
FDT51,OUT046,1482.7961628305875
FDD59,OUT049,1275.4143191973835
NCM42,OUT018,1301.8342690959362
FDA57,OUT018,248.1753895516067
FDZ48,OUT035,799.7921844301727
FDE46,OUT045,3073.0977820496137
NCZ30,OUT019,822.5891677216841
FDB56,OUT017,1851.9651136645061
FDA25,OUT027,2101.3069000487703
FDD20,OUT013,1891.0815721938434
FDL25,OUT013,1360.3715642933475
NCO18,OUT049,2780.658085376308
FDJ45,OUT017,0.0
FDR12,OUT035,1735.1400227061586
NCF19,OUT010,476.7487684190837
FDK25,OUT046,2293.341128634829
NCR17,OUT046,1477.4183496549522
FDC52,OUT046,2124.7260133139443
NCA54,OUT017,1726.5607836258696
FDR45,OUT010,3475.631406017981
NCM19,OUT049,1775.3263056861342
FDF39,OUT027,4599.864174283028
FDX23,OUT049,1508.984369245114
FDD58,OUT027,1965.2620254381181
FDX28,OUT013,1440.6705872767434
NCD31,OUT013,2463.8048933655136
FDU57,OUT018,1978.8273914927777
FDI27,OUT046,445.36797576380195
NCM42,OUT046,1375.8563791524612
FDD32,OUT027,1751.503512349831
FDI34,OUT013,3516.7246147384667
NCM29,OUT049,2043.5984498333546
FDG46,OUT018,1411.1086664961222
DRC01,OUT010,551.23070258197
FDB15,OUT027,4492.794045880748
NCA17,OUT027,2784.593762436127
FDF10,OUT046,2014.9419162135
FDR26,OUT027,3230.1314833375745
FDI02,OUT049,1782.2758763601487
NCM54,OUT010,1730.6643942538576
FDF14,OUT013,2272.130198099405
FDJ33,OUT010,1634.5629538480207
FDM20,OUT035,2855.473188510454
FDC03,OUT027,3509.592143429445
NCX05,OUT046,1498.2081075612332
NCM41,OUT027,1870.4243036928729
NCU29,OUT010,2043.1931445418177
FDQ59,OUT017,226.24909142239085
FDH46,OUT010,1356.8021885818125
FDH09,OUT013,703.6125118170821
NCD06,OUT045,1377.600958336452
FDC15,OUT035,1407.1543378779334
DRD37,OUT027,1136.1251068680176
FDT28,OUT027,2749.7835141771448
FDR28,OUT027,3036.480244233504
FDT38,OUT017,238.01666402959927
FDV34,OUT027,1656.3569484530617
FDY52,OUT035,5.611826331371049
FDB34,OUT013,1268.989307841739
DRL23,OUT018,1275.7398524136388
DRB24,OUT046,2104.8083549679723
FDJ50,OUT046,535.9320151549036
FDQ49,OUT035,1497.9317703053948
FDP20,OUT035,979.2078313144248
FDV19,OUT027,2964.859259489469
NCR54,OUT045,3724.303421211396
FDO09,OUT010,3801.71571404114
FDS57,OUT018,1819.9881150680776
FDN10,OUT049,1837.4877885407514
FDV23,OUT049,1938.165722197129
FDY28,OUT049,3346.442339787469
DRG51,OUT013,2463.850455447029
FDD45,OUT019,331.0416275777952
NCL18,OUT027,3398.764886995723
NCM29,OUT013,1960.8673383793011
FDF17,OUT027,3475.745901199636
FDE22,OUT017,1405.3906522089037
FDQ22,OUT017,0.0
FDS01,OUT013,2729.07025423549
FDW35,OUT027,1092.5561997604964
FDJ33,OUT046,1656.647504034101
NCF54,OUT035,1712.3777720953894
FDE09,OUT013,1633.4764415436875
NCE06,OUT045,3157.372804692779
DRH49,OUT049,1289.7455772623725
FDY43,OUT045,3311.3981910888724
NCT05,OUT017,2867.1702838054825
FDZ34,OUT045,3639.8710070532707
FDL38,OUT017,313.950771233458
FDZ31,OUT017,1879.5586329859507
FDR14,OUT035,0.0
NCN54,OUT049,1260.7206943602105
NCC42,OUT027,2609.4575738691783
FDK08,OUT017,504.669645984437
FDP59,OUT013,1624.7727728877308
FDV22,OUT035,1538.9369648736229
FDD33,OUT035,2653.447637063555
DRE60,OUT027,3920.579878326438
FDK52,OUT046,3233.9016393502043
FDA02,OUT017,1226.873498841369
FDM56,OUT049,1712.1644716431038
FDE57,OUT035,1227.7051507965352
FDM32,OUT045,2081.120722343554
NCQ30,OUT027,2319.0255627737897
FDQ27,OUT027,2112.595098270205
FDT60,OUT027,2359.4837590215484
FDU43,OUT049,3814.182862310543
NCO55,OUT035,669.1876952246585
FDG02,OUT045,3653.7576082562227
FDJ28,OUT013,2901.1378270723144
FDP40,OUT045,2451.6007034988834
FDJ38,OUT045,3686.7954235131238
NCC54,OUT017,2647.7255043680725
NCZ41,OUT046,1658.1629103042414
FDK38,OUT019,1271.8682672290488
FDU52,OUT013,2319.941327067305
FDC40,OUT046,930.8478741530616
NCR30,OUT017,52.03935664452183
NCN18,OUT017,589.5882739052977
FDB50,OUT035,203.63818290859672
FDG04,OUT013,2868.170840804234
FDR26,OUT035,1806.1512028738125
NCT17,OUT018,2543.3134494597725
FDX35,OUT027,3985.40479425609
FDS12,OUT046,1623.2416357937927
NCZ29,OUT027,2382.439331387721
FDB38,OUT010,2322.9590806568976
FDP12,OUT013,538.0782223503375
FDP22,OUT046,529.7515347840072
FDS26,OUT018,3675.4425010624036
FDR52,OUT046,2725.7243911391124
DRJ13,OUT046,2203.789161195755
FDU48,OUT027,2472.658018349164
FDE29,OUT035,0.0
NCT29,OUT049,1899.7020221919247
DRK37,OUT018,2535.077480209593
FDK55,OUT046,1080.7191220657332
FDR07,OUT046,1197.2031947087708
FDO21,OUT027,3992.866927572426
FDK46,OUT049,4067.669138112551
FDB12,OUT045,2322.4977414628884
FDT31,OUT027,3399.78752068169
FDJ33,OUT045,2634.446798568795
FDC26,OUT027,2100.2699227521025
NCQ02,OUT045,3622.731603013679
FDP08,OUT010,2766.434160243618
FDB11,OUT027,3951.1788872869
FDV55,OUT013,2203.5817648102075
FDW20,OUT049,1929.0022458212607
NCJ18,OUT019,729.2702441250567
FDC41,OUT018,759.7377006288807
FDE14,OUT027,2062.147132414628
FDG35,OUT013,2735.4684953525484
FDF45,OUT035,0.0
FDS19,OUT027,1676.4039036803224
FDS58,OUT019,1477.7512475171898
FDA26,OUT017,2353.0607483709337
FDM32,OUT049,1404.127969478519
FDL45,OUT046,1676.7731796661574
FDZ55,OUT049,2495.701034870015
FDY37,OUT049,2280.437757104315
FDO46,OUT046,2728.3536891271287
FDQ60,OUT046,1570.065046597314
FDA19,OUT018,1622.8291236319874
FDL15,OUT046,2111.229092668902
FDM10,OUT018,2927.2484318857314
NCL05,OUT017,0.0
DRK49,OUT010,395.7804896267935
NCE18,OUT027,4353.039837240964
FDG40,OUT049,547.7265460438066
DRI59,OUT045,4131.479188697536
FDK28,OUT035,3000.9089355515553
NCD06,OUT019,0.0
FDO11,OUT019,2891.4123389978267
FDK27,OUT046,1570.7598621202287
FDT43,OUT027,1225.7704578134217
FDD38,OUT018,1269.9313960724467
FDA16,OUT049,3432.3201790871663
FDL14,OUT027,2872.848155190375
NCM17,OUT049,671.5164318663083
FDD20,OUT045,2617.2841086125572
FDA40,OUT045,2122.6846663401993
FDL43,OUT045,1886.8396907682
FDV15,OUT045,2226.5796443890013
FDE52,OUT046,1141.636090522592
NCL17,OUT010,1949.4911547031606
NCJ31,OUT045,4361.358611871648
FDR60,OUT045,1862.422033060453
NCA18,OUT035,818.2970291825677
FDS21,OUT027,1482.717022352772
FDW09,OUT035,302.69320857288585
FDL26,OUT035,1461.1933917189835
FDS47,OUT018,967.9610702866721
FDC39,OUT046,2859.205324218361
FDT51,OUT035,817.4568531556342
FDK40,OUT035,3128.048131169575
NCG19,OUT045,4322.168403246927
FDZ07,OUT046,694.3624821396879
FDF08,OUT027,1854.6372558940711
FDO04,OUT013,793.0244926577543
FDK41,OUT018,873.9288156428956
FDP15,OUT049,3984.770347853013
NCD43,OUT018,1243.4766146888305
NCP18,OUT013,2244.9107339647453
FDZ51,OUT046,1214.34287625642
DRH13,OUT035,715.9846978803453
FDF38,OUT045,1350.3678061260434
NCI43,OUT045,1460.409321221634
FDM38,OUT027,1289.0923038332876
FDS03,OUT013,903.1543145387677
DRJ47,OUT017,1571.8098261125651
FDT50,OUT010,1243.7258655551723
FDV02,OUT046,2388.152729797881
NCG18,OUT017,520.2892301507709
FDW52,OUT046,2317.553381869244
FDS40,OUT035,0.0
FDN31,OUT017,1853.8022496638696
FDA37,OUT045,2626.2868022703788
FDA15,OUT046,3600.5627512888677
FDL39,OUT046,2568.0931195002813
FDJ53,OUT045,2559.901368056033
FDX22,OUT013,3248.2573078994137
NCZ42,OUT045,4406.511295918389
FDD56,OUT027,3203.4680867325824
FDD40,OUT017,1980.6570197919445
FDS50,OUT013,3362.8096892828653
NCN14,OUT013,2825.3690027750526
FDT15,OUT013,2824.180016136341
NCS18,OUT027,2113.03492644538
NCO26,OUT010,1488.2058926907703
FDF58,OUT018,579.5405362917427
NCB19,OUT013,1235.0996410138596
FDH26,OUT017,1151.5517544018858
DRB24,OUT027,2813.4585327697732
FDA49,OUT018,956.8785123247762
FDB32,OUT045,2186.191765720465
FDI36,OUT017,2022.5083124404737
NCA17,OUT010,2076.6691624408486
FDH22,OUT013,1819.6472516041085
NCM26,OUT018,2031.324265291456
FDT15,OUT027,3333.462551488814
FDB16,OUT018,954.37176045661
NCP54,OUT027,2361.093830494445
FDJ36,OUT013,1529.5924911308448
FDO28,OUT045,2514.6191127228885
FDU09,OUT013,792.3711644794221
FDF29,OUT017,959.1161130136115
FDY08,OUT013,2099.3358199851427
DRJ59,OUT018,190.96349629793258
FDT23,OUT027,1690.203212691471
FDU15,OUT018,252.5601651796078
FDT47,OUT013,1468.6564501982011
FDI53,OUT019,1549.4162492415599
FDR59,OUT018,3743.039154474929
FDD53,OUT035,0.0
FDY51,OUT017,2302.2238416236614
FDT04,OUT049,583.3459326655502
FDU51,OUT049,2809.437419676786
FDG14,OUT035,1429.0243649134773
NCU06,OUT045,4273.264034587811
DRG25,OUT046,2604.3977560208696
DRH49,OUT035,350.08200017587114
FDN15,OUT035,1213.2877524429769
FDL43,OUT018,797.5075258735887
NCT18,OUT049,2853.7716646522167
NCB31,OUT013,3946.6599150488546
FDK57,OUT035,863.0326927430815
FDY04,OUT019,1536.8813936725546
NCP54,OUT046,1602.4657350081416
FDF41,OUT013,3692.872095024497
FDM01,OUT045,2326.631650893796
FDW03,OUT045,2341.815092499475
FDF28,OUT045,2643.7012311123726
FDY37,OUT017,1166.2421196132364
FDQ03,OUT017,2628.2951699104433
FDP51,OUT027,2331.400895759316
FDJ40,OUT017,665.5081721159295
FDC32,OUT049,1454.4425091566354
DRI49,OUT027,1644.7148339028427
NCW54,OUT017,0.0
FDF09,OUT017,0.0
FDP45,OUT018,3576.6622424972793
DRJ23,OUT018,2538.4032252267534
FDS59,OUT017,672.7292058371422
FDY08,OUT046,1853.0528966608472
FDX16,OUT049,2315.750845115459
FDY16,OUT018,2526.791156242847
FDK32,OUT035,1481.7698289202726
FDQ22,OUT013,544.1288095581058
NCC31,OUT018,2041.0655706996731
FDG58,OUT049,2434.8374791289316
DRF48,OUT013,2850.9820067960663
DRH36,OUT049,1164.1777503593821
NCR30,OUT035,206.3882961526342
FDB03,OUT019,2692.6293874074818
FDZ28,OUT027,2452.984621397396
FDR35,OUT017,1993.1936071379987
DRD15,OUT027,4047.586942550033
FDJ33,OUT019,883.8440402578763
FDA56,OUT010,1626.2752426261013
FDP56,OUT046,433.79957240932345
NCT30,OUT046,424.7353707589791
FDK15,OUT017,425.38187935113456
FDH44,OUT018,1976.6526838299233
FDV01,OUT013,2372.6632999111644
DRG03,OUT017,1262.2197007999948
FDG50,OUT027,1837.2699343983713
FDR16,OUT010,3079.024971530702
FDZ60,OUT046,1361.8251895311114
DRG03,OUT045,3075.3125691380064
FDS56,OUT018,3762.9718240779202
FDU33,OUT045,1377.6841028816762
DRD27,OUT035,589.7036826696913
FDW22,OUT046,3237.387643035394
DRA24,OUT045,3281.634256792615
FDF38,OUT049,668.693478496496
FDX48,OUT013,2385.184716094782
FDS58,OUT018,2166.605984665277
FDC32,OUT046,1133.3379649598137
NCQ29,OUT045,4729.956118526855
DRK39,OUT018,903.3289342190401
NCS38,OUT017,641.8105575973841
DRO47,OUT013,1632.5486950508785
DRG27,OUT027,1053.3372442523068
FDC57,OUT027,3471.388431860594
FDS55,OUT046,1959.5155914248426
NCJ06,OUT018,1493.9936908205382
FDO01,OUT019,1038.917873065071
NCM55,OUT045,3566.999445531217
FDC52,OUT049,2444.327951773632
FDQ15,OUT045,1939.5190193274775
NCT30,OUT027,1145.9921179341163
NCR42,OUT027,926.2050106564566
FDD28,OUT035,0.0
FDQ34,OUT049,1587.671653544021
FDZ12,OUT027,2622.394319474226
DRE13,OUT019,279.42837292098193
NCN07,OUT019,1030.2158502428665
FDM28,OUT035,1849.779169870255
FDI10,OUT017,1589.0639892451036
FDQ25,OUT013,2622.8477894454863
FDA38,OUT010,3501.1638309559876
DRI13,OUT049,3402.8823992341604
FDY20,OUT027,1865.7158396605246
NCZ53,OUT035,1947.564256192747
NCM31,OUT013,2132.85979443864
DRB01,OUT017,1810.9297915896786
DRF37,OUT046,3777.538726906101
NCF42,OUT049,2731.187770126897
FDF16,OUT018,1901.5784297781865
FDB41,OUT013,700.7759911383928
FDR34,OUT013,3531.791254427846
FDR15,OUT018,2081.463777958692
NCV42,OUT019,677.9021676303037
FDW51,OUT035,2347.479639443687
FDU36,OUT017,390.38376079174304
FDX60,OUT049,1260.2005216554935
FDY03,OUT035,830.9173137246489
FDW55,OUT045,4601.855529924583
FDT01,OUT010,3010.5021495726814
FDG58,OUT013,2356.8571904313976
FDK21,OUT017,2784.4804424319864
NCS41,OUT019,1777.0316559833282
FDS10,OUT045,3523.469523694159
NCT53,OUT046,2253.8544097745253
FDJ28,OUT018,2590.260313953817
FDX44,OUT045,2032.5013165208147
FDT20,OUT018,201.51383679027822
FDO44,OUT017,583.471506507447
NCX17,OUT049,3662.352204757337
FDY01,OUT017,699.2893527219894
FDJ12,OUT027,3738.3004563592476
DRK35,OUT018,158.85483154173926
FDD47,OUT019,1533.3410224373347
NCM53,OUT035,689.259815959058
FDO45,OUT013,1330.9714110963796
NCM42,OUT010,1437.5793487882656
FDE04,OUT046,2578.2568552078446
NCI30,OUT027,4301.923310819255
FDZ19,OUT013,2610.055663552328
FDW57,OUT013,2696.402553472879
FDA25,OUT013,1585.7415136354211
FDT22,OUT046,583.4153114331566
FDP51,OUT013,1804.8779510711938
FDD48,OUT027,2238.9666433223138
FDY39,OUT035,1908.2626506948527
FDO48,OUT010,3259.9826162324916
FDD23,OUT027,3361.805965879734
DRN35,OUT027,982.3125037760474
FDT01,OUT035,2356.4581923555616
FDC20,OUT010,594.3186748731041
DRJ35,OUT035,0.0
FDB32,OUT046,1180.2419712083793
FDL24,OUT046,2449.8458384977475
NCV42,OUT035,772.4137665994222
FDZ46,OUT046,1379.237802104637
FDC15,OUT013,2301.5960038340327
FDD08,OUT019,0.0
FDY50,OUT049,1399.439576129882
FDD36,OUT013,1785.6071134998892
FDG57,OUT027,1175.260474639641
FDL21,OUT018,311.5289988015011
FDN16,OUT027,2057.1405257456045
FDJ09,OUT027,1130.5706421613559
FDS01,OUT010,2547.504761952836
FDV33,OUT017,2996.6555311932516
DRE12,OUT017,641.7948589560019
FDR07,OUT013,1435.6495584653148
FDP48,OUT010,2640.038371987641
NCB55,OUT035,0.0
FDQ08,OUT013,910.7692974792426
FDR34,OUT035,2693.5849809376614
FDO33,OUT046,1431.9133515091326
FDP13,OUT045,1272.7129337486185
FDX12,OUT049,3877.576434400753
NCT06,OUT049,2615.5286421280925
FDR16,OUT019,2338.120237053832
FDE36,OUT046,2306.0540889814765
FDZ36,OUT049,2920.5674259540174
FDV13,OUT045,2107.572207097219
NCZ17,OUT035,0.0
FDU56,OUT045,3543.224776939831
FDM09,OUT035,1716.2322063758456
FDV02,OUT017,1570.0544637936327
FDS34,OUT018,1413.19921851254
FDA11,OUT049,1487.119635864734
FDP09,OUT017,2209.2720826822824
FDB29,OUT027,2262.9597700860068
FDT19,OUT017,1639.631215191759
DRH15,OUT017,0.0
FDY38,OUT046,3364.4409636874607
FDF14,OUT027,2792.313351520148
FDN48,OUT010,1174.446012990762
FDQ12,OUT013,3520.333346727153
NCJ43,OUT045,3365.8360088237096
FDE17,OUT019,1367.5485514959237
FDB05,OUT035,2877.3170208172614
FDH10,OUT045,3694.541551698185
NCR06,OUT017,0.0
FDU32,OUT018,1500.6032290505118
FDD56,OUT049,2745.5126541252084
FDO36,OUT018,2436.6301695887614
FDH16,OUT010,1151.1281178649624
FDX10,OUT018,163.20943701331453
FDZ37,OUT017,308.93001175903737
FDU31,OUT010,3188.8380071338233
DRC49,OUT049,2205.0188625109113
FDL15,OUT045,3060.967093794703
FDN32,OUT019,1880.1081023753086
DRH59,OUT027,1572.8574926210022
NCU29,OUT049,2308.0745201031823
FDR37,OUT019,1890.1084107518564
FDS14,OUT018,2041.7442077540381
FDU02,OUT027,3949.2642805273954
FDJ08,OUT035,2001.6611333353048
NCZ06,OUT045,4625.832625966322
FDO31,OUT049,1321.1850385532016
FDH31,OUT018,1240.8525053815374
FDS58,OUT017,1430.4143488903392
NCA53,OUT027,1200.0420747543103
FDF50,OUT046,2785.133955405505
NCW42,OUT049,3487.634247623366
NCQ17,OUT045,3073.727613006826
FDK51,OUT018,3756.6905982455355
NCW41,OUT010,2214.541279545303
NCR29,OUT017,0.0
FDB08,OUT019,1411.9140486831002
FDA40,OUT027,1797.0305431749457
FDL14,OUT018,2110.437957713759
FDB47,OUT046,2914.174735253844
FDO03,OUT035,2633.44296142828
DRK13,OUT019,1968.4348927507272
FDX13,OUT010,3595.518275140794
FDF52,OUT046,2535.6788781285104
FDT11,OUT013,2898.48169761566
FDB08,OUT013,2421.362889588736
FDQ28,OUT018,2103.1812422557778
FDD29,OUT045,4624.3517760582445
NCQ29,OUT027,4484.401037051952
NCO02,OUT013,918.7590202353804
FDR56,OUT010,2802.941775541198
NCM54,OUT049,1969.8325340404735
FDP51,OUT035,879.2429000907305
FDT38,OUT013,1244.5985412225327
FDZ20,OUT018,3569.7112672075673
FDJ53,OUT013,1783.0703329357166
FDX13,OUT049,3886.881176393039
FDP58,OUT035,2423.362707773662
NCK31,OUT019,0.0
FDA35,OUT018,1575.8302717532151
FDV37,OUT018,2739.064383144885
NCO07,OUT027,3767.2925852578446
FDA20,OUT045,3574.276028837763
FDZ59,OUT035,1663.8679064725857
NCY17,OUT017,0.0
FDQ28,OUT035,1457.2187619458946
FDV35,OUT017,1277.4538452684355
FDQ36,OUT013,456.74269300887136
FDD34,OUT018,2153.77467579766
FDK51,OUT045,4840.3652938252135
FDV31,OUT035,1733.1789850721307
FDR04,OUT035,518.2500641378047
FDR14,OUT049,818.9561671278298
DRC36,OUT010,2501.6103523893726
FDE39,OUT019,815.8014346665204
FDP57,OUT049,1643.0911733452522
FDE57,OUT046,1896.1642794757572
NCN18,OUT046,1393.788276619638
NCQ05,OUT018,1954.2212348210633
FDW47,OUT035,898.5614707246114
FDV46,OUT035,1197.5832345953659
NCP29,OUT045,1615.0613301648737
FDE09,OUT018,1331.9648474445803
NCU06,OUT027,4008.893573803851
FDT19,OUT010,2411.3640842493314
DRF15,OUT017,1277.2935629234253
DRI51,OUT013,2583.0445309904535
NCX54,OUT013,1535.001929824526
DRE01,OUT013,3630.5343260328536
NCB07,OUT045,3721.042970127115
FDU50,OUT035,826.0377671088227
FDG40,OUT035,0.0
FDW10,OUT018,2351.4808307271906
FDX51,OUT013,2997.037154589847
NCP17,OUT045,1675.382407629706
FDP21,OUT035,1999.503982701668
FDL04,OUT045,2297.7359559247743
FDV23,OUT013,1808.6945219090703
FDF24,OUT046,1022.6911062558338
FDH56,OUT027,2236.358209394084
FDB51,OUT049,960.5940689775434
FDI58,OUT027,1936.9766831004872
FDR20,OUT013,717.1966722295856
FDC51,OUT018,1583.0246803350929
FDB16,OUT027,1762.0950366824636
FDE40,OUT049,983.0260065526872
NCM17,OUT035,0.0
FDU56,OUT035,1941.796278744774
FDS32,OUT019,1203.8259035645297
FDX02,OUT049,3510.5119223119636
FDT39,OUT027,2858.8218993814426
FDE35,OUT017,0.0
NCI42,OUT019,2252.2300089340533
DRL23,OUT046,1368.4708685177666
FDA10,OUT046,1576.2241116424375
FDA11,OUT013,1399.731046152523
NCM06,OUT046,2087.3700654274726
NCT05,OUT035,3049.4946654107607
NCQ02,OUT010,2664.0031757036395
NCY06,OUT049,2030.097178248192
FDY56,OUT035,2577.5192355652125
FDL02,OUT035,691.8930544023879
NCI06,OUT035,1802.9621591537853
FDQ14,OUT045,3000.031426297199
FDQ12,OUT017,2452.935651654492
FDP36,OUT046,477.13949922144457
FDK21,OUT027,4345.429563672862
FDO40,OUT045,2991.528029980327
NCK54,OUT019,800.5969967672117
FDY09,OUT018,2377.9810860078505
NCW30,OUT049,4076.6308829737663
NCC55,OUT027,1005.813197576852
FDE58,OUT018,1443.7007446116695
FDR39,OUT013,2792.6750518340123
FDU28,OUT049,2966.5611978567777
FDH08,OUT017,2446.0009936832103
FDG35,OUT045,3488.9618569771264
FDG22,OUT049,615.7746310408784
FDC34,OUT035,1471.3231075049098
FDP15,OUT018,3572.370532945468
FDK34,OUT010,3474.3642228612716
FDU45,OUT035,886.5370619615878
FDQ04,OUT027,1017.42705638796
FDX22,OUT018,2924.8903419497146
FDB45,OUT017,528.3029346751155
NCH43,OUT027,3795.16596737942
DRE60,OUT046,3142.9727402316494
FDD17,OUT027,4106.698859593709
NCM54,OUT017,879.0091273735707
NCH55,OUT013,1915.2388304749456
NCT06,OUT017,1474.7771075085384
FDA48,OUT027,3852.4798908919784
FDY58,OUT027,3987.9067464347772
FDO25,OUT045,3922.8705173095095
FDN50,OUT045,2215.1924394489924
FDH35,OUT035,1601.5591276485593
FDK09,OUT045,4205.889214556457
FDO16,OUT013,1199.152514110252
FDW11,OUT045,1663.3135386625363
FDU47,OUT027,2682.4242872486957
NCQ42,OUT010,1757.7860695835352
FDK55,OUT027,1834.6457527362054
FDN08,OUT049,1842.4316055742183
FDT57,OUT045,4396.5829243880935
FDJ12,OUT018,2886.8936504212415
DRL59,OUT017,0.0
NCN53,OUT046,233.69536077913108
FDO51,OUT010,455.05235342342894
FDK56,OUT017,1785.1089656011154
FDY12,OUT035,0.0
FDU15,OUT035,0.0
FDQ19,OUT046,3535.143084306488
DRF15,OUT045,3091.904235139398
DRE25,OUT019,357.1646357498248
FDK57,OUT018,1444.8916852047441
FDD33,OUT010,3303.6551481459464
FDR34,OUT027,4061.321256641948
FDU04,OUT045,2570.2290367006717
FDE35,OUT019,0.0
NCD31,OUT035,1574.0890739779625
FDJ56,OUT035,520.4632331741905
NCU53,OUT046,2250.479197746088
FDD39,OUT035,2375.495938776663
NCU17,OUT019,504.40555098256664
FDJ20,OUT046,1657.928380237714
NCW41,OUT018,2076.798718381837
FDL52,OUT035,0.0
